times2_sh;times2_mh;times2_lh;relative_humidity_2m_sh;relative_humidity_2m_mh;relative_humidity_2m_lh;cloud_base_altitude_sh;cloud_base_altitude_mh;cloud_base_altitude_lh;wind_speed_of_gust_sh;wind_speed_of_gust_mh;wind_speed_of_gust_lh
1606651200.0;1606672800.0;1606694400.0;0.7983620762825012;0.7960582971572876;0.8987196683883667;1209.9342041015625;9.969209968386869e+36;999.2671508789062;12.014211654663086;17.684782028198242;18.478994369506836
1606654800.0;1606676400.0;1606698000.0;0.756232738494873;0.816535472869873;0.9030531048774719;734.877685546875;999.6593627929688;817.2540893554688;13.681020736694336;16.990022659301758;17.70787811279297
1606658400.0;1606680000.0;1606701600.0;0.7652658224105835;0.8705970048904419;0.8928908705711365;9.969209968386869e+36;735.6517944335938;999.7474975585938;14.560601234436035;16.63247299194336;17.556640625
1606662000.0;1606683600.0;1606705200.0;0.844001293182373;0.8817973136901855;0.908660888671875;997.450439453125;470.6350402832031;367.4873962402344;15.635709762573242;17.25067901611328;18.11491584777832
1606665600.0;1606687200.0;1606708800.0;0.8125224709510803;0.8996807336807251;0.8512648344039917;8983.2119140625;1904.8125;1452.2283935546875;15.98473072052002;18.293642044067383;18.808427810668945
1606669200.0;1606690800.0;1606712400.0;0.7835155725479126;0.9029309749603271;0.8089212775230408;8984.177734375;661.5347900390625;1896.971923828125;17.91301727294922;18.07843780517578;11.955681800842285
1606672800.0;1606694400.0;1606716000.0;0.7991408109664917;0.891120433807373;0.8168555498123169;9.969209968386869e+36;999.5155029296875;1736.9658203125;15.016988754272461;17.81521224975586;10.27134895324707
1606676400.0;1606698000.0;1606719600.0;0.8277050256729126;0.9055553674697876;0.847754716873169;1212.8607177734375;904.7531127929688;525.9659423828125;15.017084121704102;17.506690979003906;8.320582389831543
1606680000.0;1606701600.0;1606723200.0;0.8733439445495605;0.9027786254882812;0.8555978536605835;661.114990234375;529.2467651367188;3800.964111328125;15.703713417053223;17.288612365722656;7.414672374725342
1606683600.0;1606705200.0;1606726800.0;0.8987038135528564;0.909217357635498;0.8584818840026855;470.6363220214844;416.9906005859375;732.4671630859375;16.380722045898438;18.30730438232422;6.206189155578613
1606687200.0;1606708800.0;1606730400.0;0.8998180627822876;0.8191443085670471;0.7356792688369751;1745.31103515625;995.977294921875;813.2326049804688;16.748411178588867;19.03753089904785;8.023238182067871
1606690800.0;1606712400.0;1606734000.0;0.9035868644714355;0.8761510848999023;0.670569896697998;417.0318908691406;732.717529296875;2622.505859375;17.575969696044922;11.946283340454102;11.121479034423828
1606694400.0;1606716000.0;1606737600.0;0.901145339012146;0.7777624130249023;0.6561034917831421;999.7567749023438;1737.7164306640625;3055.735107421875;15.713112831115723;10.794631004333496;11.503747940063477
1606698000.0;1606719600.0;1606741200.0;0.9099346399307251;0.8642188310623169;0.65706467628479;905.267578125;812.9678955078125;3285.2421875;16.415021896362305;8.17786693572998;12.442085266113281
